EmployeeID,FirstName,LastName,Gender,State,City,HireDate,Department,JobTitle,EducationLevel,PerformanceRating,Overtime,BaseSalary,BirthDate,TerminationDate,AdjustedSalary,Age,YearsOfService,IsActive,Email,PhoneNumber
EMPE5E229BD,Jocelyn,Mcdonald,Female,Michigan,Ann Arbor,2018-03-02,Engineering,Engineering Director,PhD,Good,Yes,185000,1957-05-04,2022-08-31,198000,67,4,FALSE,jocelyn.mcdonald@company.com,999-325-7511
EMP44324193,Kevin,Weber,Male,Michigan,Flint,2024-08-07,Engineering,QA Engineer,Associate's Degree,Good,No,88000,1981-07-11,,89000,43,0,TRUE,kevin.weber@company.com,340-334-2875x673
EMP21EF202B,Jeffrey,Forbes,Male,North Carolina,Durham,2020-01-10,Operations,Operations Analyst,Master's Degree,Good,Yes,69000,1981-11-24,,73000,43,5,TRUE,jeffrey.forbes@company.com,001-701-676-6027x91261
EMP7305FD29,Paul,Campbell,Male,Pennsylvania,Erie,2021-10-16,Engineering,Software Engineer,Bachelor's Degree,Excellent,Yes,89000,1993-09-04,,92000,31,3,TRUE,paul.campbell@company.com,5986569103.00
EMP83011923,John,Young,Male,Illinois,Rockford,2016-12-23,Engineering,Software Engineer,Bachelor's Degree,Good,No,102000,1972-12-13,,107000,52,8,TRUE,john.young@company.com,-4265.00
EMP78D9A90B,Joshua,Gray,Male,Florida,Tallahassee,2023-11-26,Sales,Sales Manager,Bachelor's Degree,Good,No,90000,1981-09-01,,94000,43,1,TRUE,joshua.gray@company.com,+1-974-322-1659x8115
EMP4B5994C4,Caleb,Foster,Male,Michigan,Grand Rapids,2017-03-24,Sales,Sales Representative,High School,Excellent,No,63000,1991-04-13,,63000,33,7,TRUE,caleb.foster@company.com,467.289.5379
EMP8ABF0B6F,Willie,Duncan,Male,Pennsylvania,Erie,2021-03-11,Sales,Sales Manager,Master's Degree,Good,No,89000,1984-02-23,,93000,41,3,TRUE,willie.duncan@company.com,(339)568-2481x7297
EMP1238952E,Sean,Wang,Male,Texas,Austin,2015-10-13,Sales,Sales Representative,Bachelor's Degree,Good,No,55000,1989-02-20,,57000,36,9,TRUE,sean.wang@company.com,515-682-5084
EMP82263BA4,Veronica,Pierce,Female,Illinois,Chicago,2019-05-17,Marketing,Content Writer,Bachelor's Degree,Good,No,51000,1985-04-10,,51000,39,5,TRUE,veronica.pierce@company.com,+1-721-612-1828x82914
EMP4ACDB786,Paul,Barnes,Male,Texas,Dallas,2023-08-21,Sales,Sales Representative,Associate's Degree,Excellent,No,52000,1995-08-01,,52000,29,1,TRUE,paul.barnes@company.com,605.543.3212x595
EMPD64EA663,Diana,Townsend,Female,Pennsylvania,Pittsburgh,2020-09-01,Sales,Sales Representative,Bachelor's Degree,Satisfactory,No,49000,1989-04-11,2024-02-11,49000,35,3,FALSE,diana.townsend@company.com,(344)239-2207
EMP27D0B1D5,Mary,Mcdaniel,Female,Georgia,Macon,2021-09-03,Sales,Account Executive,Bachelor's Degree,Good,Yes,73000,1996-08-16,,73000,28,3,TRUE,mary.mcdaniel@company.com,508-898-9408x16723
EMP7B29EA8D,Pamela,Stewart,Female,Ohio,Cincinnati,2024-07-27,Engineering,Software Engineer,Master's Degree,Excellent,No,107000,1992-02-23,,109000,33,0,TRUE,pamela.stewart@company.com,001-335-710-7385
EMP1B57F616,Joseph,Perez,Male,Ohio,Cleveland,2021-06-06,Engineering,Engineering Manager,PhD,Excellent,No,162000,1981-01-12,,177000,44,3,TRUE,joseph.perez@company.com,743.656.7941
EMP380CF9C2,Johnny,Marshall,Male,North Carolina,Raleigh,2020-11-16,Finance,Accountant,Bachelor's Degree,Good,No,64000,1979-01-25,,67000,46,4,TRUE,johnny.marshall@company.com,+1-209-346-1745x56378
EMP17AB7B03,Tammy,Moore,Female,New York,New York City,2021-12-06,Marketing,Marketing Director,Bachelor's Degree,Satisfactory,No,129000,1984-02-03,,129000,41,3,TRUE,tammy.moore@company.com,371.451.3006x34096
EMP90244900,Christopher,Roberts,Male,Texas,Houston,2024-07-25,Marketing,Marketing Specialist,Associate's Degree,Excellent,No,69000,1980-01-23,,70000,45,0,TRUE,christopher.roberts@company.com,+1-999-926-2361x8157
EMP20700FD2,Sandra,Hines,Female,Ohio,Akron,2020-09-11,Sales,Account Executive,Bachelor's Degree,Satisfactory,Yes,60000,1975-12-28,,61000,49,4,TRUE,sandra.hines@company.com,(742)737-8850x79047
EMP1135F571,Carrie,Solomon,Female,New York,Rochester,2023-05-29,Engineering,Senior Software Engineer,Bachelor's Degree,Good,No,142000,1991-11-11,,142000,33,1,TRUE,carrie.solomon@company.com,(530)433-5012
EMP2979315E,Kevin,Barnes,Male,Ohio,Akron,2019-06-12,Sales,Sales Manager,Bachelor's Degree,Excellent,Yes,74000,1986-07-31,,76000,38,5,TRUE,kevin.barnes@company.com,001-600-311-2493
EMP96DF8C3D,Jennifer,Fields,Female,Pennsylvania,Allentown,2023-08-29,Operations,Operations Manager,Bachelor's Degree,Good,No,120000,1980-10-27,,121000,44,1,TRUE,jennifer.fields@company.com,+1-258-722-1215x1108
EMP78B32814,Danny,Lynch,Male,Ohio,Cleveland,2019-07-15,IT,IT Support Specialist,Associate's Degree,Satisfactory,No,61000,1977-03-09,,62000,48,5,TRUE,danny.lynch@company.com,6662593561.00
EMPA6C2EE49,Zachary,Greene,Male,Texas,Houston,2017-10-12,Finance,Financial Analyst,Bachelor's Degree,Needs Improvement,No,74000,1988-08-09,,76000,36,7,TRUE,zachary.greene@company.com,8814452860.00
EMP2D9FB5F0,Jennifer,Johnson,Female,Pennsylvania,Allentown,2022-08-25,IT,IT Support Specialist,Associate's Degree,Good,Yes,65000,1982-10-18,,64000,42,2,TRUE,jennifer.johnson@company.com,774-447-0749
EMP0C2CA76A,Danielle,Hudson,Female,Florida,Orlando,2020-07-02,Sales,Sales Manager,Bachelor's Degree,Excellent,No,71000,1969-08-11,,72000,55,4,TRUE,danielle.hudson@company.com,(849)594-9897
EMP58F50F75,Melinda,Crane,Female,Illinois,Rockford,2017-01-09,Engineering,Software Engineer,Master's Degree,Needs Improvement,Yes,105000,1971-11-17,,109000,53,8,TRUE,melinda.crane@company.com,001-316-800-7694
EMPA8EDF54B,Natalie,Stephenson,Female,Florida,Tallahassee,2019-09-12,Operations,Operations Manager,Master's Degree,Satisfactory,No,128000,1984-11-12,,130000,40,5,TRUE,natalie.stephenson@company.com,387-801-5295x06354
EMP911BD2C2,Jean,Dixon,Female,Illinois,Peoria,2020-03-15,Finance,Controller,Master's Degree,Satisfactory,No,147000,1996-10-03,,150000,28,4,TRUE,jean.dixon@company.com,385.830.4456x759
EMPB1D3EB62,Samuel,Martin,Male,North Carolina,Charlotte,2021-05-24,Sales,Sales Representative,Associate's Degree,Good,No,64000,1978-09-13,,65000,46,3,TRUE,samuel.martin@company.com,324.333.5085
EMP4FB9204D,Miranda,Allen,Female,Ohio,Columbus,2020-07-02,Marketing,Content Writer,High School,Good,Yes,56000,1993-04-07,,54000,31,4,TRUE,miranda.allen@company.com,(774)481-6269
EMP1950661C,Timothy,Morse,Male,Ohio,Cincinnati,2019-05-06,Operations,Operations Manager,Master's Degree,Excellent,No,127000,1980-09-27,,135000,44,5,TRUE,timothy.morse@company.com,5564605999.00
EMP162A53A2,Casey,Brown,Male,Ohio,Akron,2020-01-12,Engineering,Engineering Manager,Bachelor's Degree,Good,No,132000,1972-01-13,,139000,53,5,TRUE,casey.brown@company.com,+1-219-474-6563x8256
EMP522EFA27,Christine,Murray,Female,Texas,Fort Worth,2019-04-06,Marketing,Marketing Specialist,Associate's Degree,Good,Yes,59000,1974-12-06,,58000,50,5,TRUE,christine.murray@company.com,001-287-461-9768x13891
EMP6077A8E6,Michael,Wallace,Male,Texas,San Antonio,2017-04-04,Engineering,Engineering Manager,Bachelor's Degree,Satisfactory,No,155000,1975-09-07,,161000,49,7,TRUE,michael.wallace@company.com,+1-208-274-0289x9365
EMP5B9A25F9,Robert,Kaufman,Male,Florida,Tallahassee,2015-07-14,IT,IT Support Specialist,High School,Good,No,60000,1976-11-04,,61000,48,9,TRUE,robert.kaufman@company.com,001-631-490-8578x8258
EMPA5D18B07,Margaret,Lara,Female,Ohio,Cincinnati,2023-11-22,Sales,Sales Manager,Master's Degree,Needs Improvement,Yes,87000,1974-01-19,,89000,51,1,TRUE,margaret.lara@company.com,(608)865-2077
EMP7E25D188,Erin,Mora,Female,Texas,Austin,2022-03-03,Sales,Sales Manager,Master's Degree,Satisfactory,No,86000,1990-08-10,,88000,34,2,TRUE,erin.mora@company.com,8252637811.00
EMP6FEEE348,Danielle,Bowen,Female,New York,Albany,2018-01-28,Engineering,Engineering Director,Master's Degree,Good,No,185000,1979-10-31,,190000,45,7,TRUE,danielle.bowen@company.com,+1-697-627-3285x57797
EMP1869D3C6,Adam,Johnson,Male,California,San Diego,2020-09-19,IT,Systems Administrator,Associate's Degree,Good,No,87000,1989-10-22,,87000,35,4,TRUE,adam.johnson@company.com,001-408-852-2861x9827
EMPA1F8E065,Jason,Meyer,Male,Texas,Fort Worth,2022-07-02,Operations,Operations Analyst,Bachelor's Degree,Good,Yes,65000,2000-03-23,,67000,24,2,TRUE,jason.meyer@company.com,8659768299.00
EMPB0F6FE5D,Shannon,Jones,Female,Illinois,Rockford,2023-06-11,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,78000,1984-03-26,,78000,40,1,TRUE,shannon.jones@company.com,(282)641-9786
EMP066DC71D,Tyler,Ware,Male,Michigan,Ann Arbor,2021-07-28,Sales,Sales Representative,High School,Satisfactory,No,46000,1977-06-07,,46000,47,3,TRUE,tyler.ware@company.com,(888)978-9259
EMP4D387130,Bryan,Frank,Male,Michigan,Detroit,2020-09-08,Human Resources,Recruiter,Associate's Degree,Satisfactory,Yes,60000,1984-07-14,,60000,40,4,TRUE,bryan.frank@company.com,001-824-419-5415x717
EMP2CC0837F,William,Espinoza,Male,Michigan,Ann Arbor,2024-06-19,Human Resources,HR Specialist,Bachelor's Degree,Excellent,No,69000,1988-10-29,,71000,36,0,TRUE,william.espinoza@company.com,(796)372-8925x7655
EMP69A534B3,Karen,Barber,Female,California,San Jose,2022-04-24,Human Resources,Recruiter,Associate's Degree,Excellent,Yes,70000,1995-05-30,,68000,29,2,TRUE,karen.barber@company.com,765-599-8314x309
EMP06310C84,Robin,Clayton,Female,Georgia,Atlanta,2022-10-09,Operations,Operations Analyst,Master's Degree,Satisfactory,No,82000,1984-03-26,,84000,40,2,TRUE,robin.clayton@company.com,(718)893-1530
EMP5E8071D6,Patricia,Cox,Female,North Carolina,Durham,2022-10-06,Operations,Operations Analyst,Master's Degree,Satisfactory,Yes,69000,1979-08-02,,71000,45,2,TRUE,patricia.cox@company.com,001-954-683-3880x67191
EMPE725FA39,Tammy,Soto,Female,New York,Rochester,2023-06-20,Marketing,Digital Marketing Manager,Bachelor's Degree,Good,No,106000,1987-10-03,,106000,37,1,TRUE,tammy.soto@company.com,(851)986-9756
EMP48F7BDC3,Jessica,Martinez,Female,North Carolina,Charlotte,2023-02-26,IT,Network Engineer,Bachelor's Degree,Excellent,No,96000,1996-10-30,,96000,28,2,TRUE,jessica.martinez@company.com,875-324-0975
EMP7F306525,Sarah,Chang,Female,California,Sacramento,2022-08-14,Engineering,Senior Software Engineer,PhD,Excellent,No,131000,1980-11-23,,139000,44,2,TRUE,sarah.chang@company.com,293.647.4950
EMP3703739D,Paul,Rodriguez,Male,Ohio,Toledo,2022-03-07,Sales,Sales Manager,Master's Degree,Excellent,No,86000,1976-03-09,,91000,49,2,TRUE,paul.rodriguez@company.com,618-550-0603x0798
EMP45D694D7,Jacob,Douglas,Male,Ohio,Cincinnati,2023-02-25,Operations,Operations Analyst,Master's Degree,Excellent,No,80000,1993-07-02,,84000,31,2,TRUE,jacob.douglas@company.com,001-563-648-6156x58879
EMPC87E1154,Susan,Pope,Female,Illinois,Rockford,2015-03-23,Operations,Operations Manager,Master's Degree,Excellent,Yes,125000,1969-10-14,,130000,55,9,TRUE,susan.pope@company.com,5489693841.00
EMPCB979096,Deborah,Rivera,Female,Florida,Tampa,2024-09-26,Finance,Finance Manager,Master's Degree,Needs Improvement,No,102000,1979-04-26,,105000,45,0,TRUE,deborah.rivera@company.com,6783703301.00
EMP2FDE9A9F,Angela,Nolan,Female,Pennsylvania,Erie,2020-07-09,Engineering,Senior Software Engineer,PhD,Good,No,116000,1975-07-28,,123000,49,4,TRUE,angela.nolan@company.com,482-360-6068
EMP3B9F99EE,Paul,Sherman,Male,Illinois,Rockford,2023-05-13,Sales,Sales Representative,Associate's Degree,Satisfactory,Yes,54000,1993-04-06,,54000,31,1,TRUE,paul.sherman@company.com,797.264.6705x7420
EMP1858167D,Edward,Wallace,Male,Texas,Dallas,2018-11-02,Finance,Accountant,Bachelor's Degree,Satisfactory,No,77000,1991-04-04,,79000,33,6,TRUE,edward.wallace@company.com,+1-208-300-0182x6062
EMP4D0D6A31,Joanna,Scott,Female,Texas,Houston,2023-04-17,Finance,Finance Manager,Bachelor's Degree,Excellent,No,113000,1983-01-03,,114000,42,1,TRUE,joanna.scott@company.com,299-206-8870
EMP809E5A5C,Linda,Juarez,Female,Ohio,Cincinnati,2020-02-27,Finance,Finance Manager,Bachelor's Degree,Good,No,102000,1978-04-15,,103000,46,5,TRUE,linda.juarez@company.com,623-226-6345x6450
EMPB783AA9B,Joseph,Johnson,Male,Texas,Fort Worth,2015-12-08,Marketing,Marketing Specialist,Associate's Degree,Excellent,No,59000,1974-05-14,,60000,50,9,TRUE,joseph.johnson@company.com,001-579-742-5922x021
EMPB1CBAA34,Jacob,Cox,Male,California,Los Angeles,2022-04-24,IT,IT Support Specialist,High School,Excellent,No,69000,1988-08-17,,69000,36,2,TRUE,jacob.cox@company.com,(407)764-3593
EMP1B3E2D4D,Elizabeth,Baldwin,Female,California,Los Angeles,2018-08-09,Sales,Sales Manager,Master's Degree,Good,No,90000,1987-07-05,,92000,37,6,TRUE,elizabeth.baldwin@company.com,(818)437-0157x74416
EMP94B6E142,Mark,Alvarez,Male,Pennsylvania,Erie,2020-06-19,IT,Systems Administrator,Associate's Degree,Satisfactory,No,83000,1994-03-30,,83000,30,4,TRUE,mark.alvarez@company.com,345-898-4847
EMPCD1EC6FA,Megan,Moore,Female,New York,Buffalo,2017-11-09,Operations,Operations Analyst,Master's Degree,Excellent,Yes,79000,1972-08-02,,82000,52,7,TRUE,megan.moore@company.com,+1-693-361-7568x2681
EMPEDAA691B,Melissa,Thomas,Female,Michigan,Grand Rapids,2018-04-24,Sales,Sales Representative,High School,Excellent,No,53000,1979-04-10,,52000,45,6,TRUE,melissa.thomas@company.com,(950)514-5700x401
EMPE873200A,Shannon,Scott,Female,North Carolina,Greensboro,2019-03-30,Sales,Sales Representative,High School,Good,No,58000,1996-02-22,,56000,29,5,TRUE,shannon.scott@company.com,+1-537-759-1128x6131
EMPCABC4374,Alfred,Lewis,Male,North Carolina,Charlotte,2020-04-27,Finance,Controller,Bachelor's Degree,Good,Yes,120000,1992-01-25,,124000,33,4,TRUE,alfred.lewis@company.com,470-716-0161x99594
EMPE3D9C09E,Charles,Smith,Male,North Carolina,Charlotte,2020-05-21,Sales,Sales Manager,Bachelor's Degree,Good,No,91000,1980-02-09,,95000,45,4,TRUE,charles.smith@company.com,001-835-725-3709x420
EMPE16C5BE2,Nathan,Mcgee,Male,Florida,Tampa,2023-07-20,Sales,Sales Representative,Associate's Degree,Good,No,53000,1977-11-25,2024-06-21,54000,47,0,FALSE,nathan.mcgee@company.com,+1-499-454-4080x995
EMP943BDAC8,John,Yoder,Male,Pennsylvania,Harrisburg,2020-05-13,IT,Network Engineer,Master's Degree,Good,No,88000,1997-11-24,,92000,27,4,TRUE,john.yoder@company.com,954-996-3083
EMPEB40226A,Mathew,Matthews,Male,New York,Syracuse,2021-07-14,Finance,CFO,Master's Degree,Good,No,211000,1972-11-20,,226000,52,3,TRUE,mathew.matthews@company.com,(751)588-3389
EMP784EDD3D,Ernest,Brooks,Male,Ohio,Cleveland,2022-12-03,Sales,Sales Manager,Master's Degree,Good,No,73000,1972-06-28,,78000,52,2,TRUE,ernest.brooks@company.com,791-602-6398x6493
EMP5E715A1B,Tammy,Wong,Female,Ohio,Cincinnati,2016-12-04,IT,IT Support Specialist,High School,Good,No,61000,1991-02-08,,59000,34,8,TRUE,tammy.wong@company.com,499-470-7554x538
EMPD178BCD6,Kelly,Thompson,Female,North Carolina,Greensboro,2019-12-15,Sales,Sales Manager,Master's Degree,Good,No,81000,1969-01-12,,84000,56,5,TRUE,kelly.thompson@company.com,740.991.7089
EMP749FE0E8,James,Barnett,Male,North Carolina,Greensboro,2020-01-26,Engineering,Senior Software Engineer,PhD,Satisfactory,No,112000,1989-08-04,,121000,35,5,TRUE,james.barnett@company.com,938-826-7828x2759
EMPC89745B3,Gloria,Parker,Female,Florida,Tallahassee,2019-03-29,Sales,Sales Representative,Bachelor's Degree,Good,No,62000,1975-07-29,,63000,49,5,TRUE,gloria.parker@company.com,407.598.1051x31469
EMP6E60740F,Brittany,Franklin,Female,Pennsylvania,Erie,2021-10-11,Finance,Controller,Master's Degree,Excellent,No,123000,1994-04-04,,125000,30,3,TRUE,brittany.franklin@company.com,586.834.5872
EMPE2D50A5F,Richard,Santos,Male,Illinois,Springfield,2020-05-18,Operations,Project Manager,Master's Degree,Good,No,92000,1969-09-11,,99000,55,4,TRUE,richard.santos@company.com,362.385.8498
EMP33CA47DD,Jonathan,Hudson,Male,Ohio,Columbus,2017-09-06,Sales,Sales Manager,Master's Degree,Good,No,84000,1963-09-09,,90000,61,7,TRUE,jonathan.hudson@company.com,+1-745-275-8738x6880
EMP06A58EDD,Susan,Larsen,Female,Pennsylvania,Philadelphia,2021-11-25,Engineering,Engineering Manager,PhD,Excellent,No,161000,1972-12-16,,172000,52,3,TRUE,susan.larsen@company.com,001-974-351-1524x718
EMPD2A8DEC5,Sabrina,French,Female,Texas,Fort Worth,2016-12-14,Engineering,Senior Software Engineer,PhD,Needs Improvement,Yes,113000,1973-06-17,,121000,51,8,TRUE,sabrina.french@company.com,9007300352.00
EMP048FB07C,Darryl,Harris,Male,New York,Albany,2020-09-14,Operations,COO,Bachelor's Degree,Satisfactory,No,214000,1976-08-07,,223000,48,4,TRUE,darryl.harris@company.com,672-986-3249
EMPCB5326E7,Amanda,Sims,Female,Michigan,Grand Rapids,2021-05-08,Marketing,Marketing Specialist,Associate's Degree,Good,Yes,54000,1995-10-08,,52000,29,3,TRUE,amanda.sims@company.com,001-383-660-0298x45582
EMPA8A0F183,Jordan,Nelson,Male,Michigan,Flint,2015-07-27,Sales,Account Executive,Bachelor's Degree,Good,Yes,70000,1972-04-03,,74000,52,9,TRUE,jordan.nelson@company.com,001-961-472-7018x91388
EMPC497682E,Sarah,Medina,Female,Pennsylvania,Erie,2020-01-31,Human Resources,HR Specialist,Associate's Degree,Needs Improvement,Yes,55000,1983-07-02,,54000,41,5,TRUE,sarah.medina@company.com,872-883-6069
EMPDB5D676C,Wesley,Brown,Male,Pennsylvania,Erie,2017-08-09,Sales,Sales Representative,Bachelor's Degree,Needs Improvement,Yes,55000,1984-03-04,,57000,41,7,TRUE,wesley.brown@company.com,-8880.00
EMP31FE4370,Joseph,Sanchez,Male,Michigan,Ann Arbor,2021-11-06,IT,Systems Administrator,Bachelor's Degree,Satisfactory,No,83000,1990-07-24,,85000,34,3,TRUE,joseph.sanchez@company.com,433.922.0624x807
EMP36E54EE4,Nancy,Norris,Female,Ohio,Akron,2022-09-10,Engineering,Engineering Manager,Bachelor's Degree,Excellent,Yes,156000,1989-03-30,,156000,35,2,TRUE,nancy.norris@company.com,635-485-6932x8743
EMP330E7AF0,Scott,Perez,Male,Michigan,Grand Rapids,2015-10-06,Sales,Account Executive,Bachelor's Degree,Satisfactory,No,75000,1975-06-02,,78000,49,9,TRUE,scott.perez@company.com,2505240905.00
EMP6EA53391,Joy,Williams,Female,California,Sacramento,2019-08-25,Sales,Sales Manager,Master's Degree,Good,No,94000,1967-05-07,,98000,57,5,TRUE,joy.williams@company.com,001-445-703-7350x926
EMPFB1A2941,Deborah,Ramirez,Female,Texas,Dallas,2021-10-16,Engineering,Engineering Manager,Master's Degree,Good,No,144000,1977-03-03,,148000,48,3,TRUE,deborah.ramirez@company.com,001-426-417-5154x188
EMPF438E3E7,Colton,Rivas,Male,California,Los Angeles,2015-01-25,Marketing,Marketing Specialist,Bachelor's Degree,Satisfactory,No,52000,1982-03-10,,54000,43,10,TRUE,colton.rivas@company.com,+1-487-500-2136x13999
EMP8FFD98ED,Terrance,Anderson,Male,Georgia,Savannah,2023-04-28,Sales,Sales Manager,Master's Degree,Good,Yes,85000,1985-01-04,,89000,40,1,TRUE,terrance.anderson@company.com,(439)487-4451
EMPCFC9986B,Antonio,Perez,Male,Illinois,Rockford,2021-08-16,Operations,Operations Analyst,Master's Degree,Good,No,63000,1988-02-19,,66000,37,3,TRUE,antonio.perez@company.com,460.278.6607x644
EMPCEA7777C,Philip,Woods,Male,North Carolina,Greensboro,2018-02-08,Finance,Financial Analyst,Master's Degree,Good,Yes,71000,1988-08-24,,75000,36,7,TRUE,philip.woods@company.com,307.471.3599x233
EMP8A17A112,Joshua,Harrington,Male,Georgia,Augusta,2021-05-04,Finance,Financial Analyst,Bachelor's Degree,Good,Yes,75000,1988-06-14,,77000,36,3,TRUE,joshua.harrington@company.com,-2269.00
EMP0275D49C,Richard,Jones,Male,Florida,Tallahassee,2021-07-05,IT,Systems Administrator,Associate's Degree,Excellent,Yes,73000,1994-10-11,,73000,30,3,TRUE,richard.jones@company.com,623-811-2625x748
EMPF76BF9BC,Audrey,Miller,Female,Pennsylvania,Harrisburg,2018-03-18,Human Resources,HR Specialist,Bachelor's Degree,Satisfactory,Yes,67000,1974-06-04,,68000,50,6,TRUE,audrey.miller@company.com,(574)665-5057x5194
EMP8360DDDF,Ariel,Lawrence,Female,Pennsylvania,Allentown,2021-08-21,Engineering,Software Engineer,Master's Degree,Good,No,113000,1987-12-17,2024-07-08,115000,37,2,FALSE,ariel.lawrence@company.com,(354)382-5085
EMP2FCF22F0,Elijah,Smith,Male,Ohio,Toledo,2021-06-16,Operations,Director of Operations,Master's Degree,Good,No,145000,1970-02-15,,155000,55,3,TRUE,elijah.smith@company.com,(449)747-5046x534
EMPFF44BBCA,Scott,Rodriguez,Male,Texas,Austin,2022-12-11,Marketing,Marketing Specialist,Associate's Degree,Satisfactory,No,53000,1994-01-17,,53000,31,2,TRUE,scott.rodriguez@company.com,622-288-0326x0297
EMP88C11B34,Jessica,Day,Female,Illinois,Naperville,2020-08-16,Engineering,Software Engineer,Bachelor's Degree,Excellent,No,92000,1984-07-04,,92000,40,4,TRUE,jessica.day@company.com,979-868-7335x20188
EMP0B50BEFC,Renee,Mendez,Female,Michigan,Lansing,2023-06-27,Engineering,Engineering Manager,PhD,Excellent,No,159000,1984-10-27,,167000,40,1,TRUE,renee.mendez@company.com,810-897-6302
EMP69C3E699,Wendy,King,Female,Georgia,Savannah,2022-06-08,Sales,Account Executive,Master's Degree,Satisfactory,No,62000,1989-01-04,,63000,36,2,TRUE,wendy.king@company.com,001-953-458-1898x5791
EMP35B26C9F,Kyle,Vasquez,Male,California,San Jose,2017-03-10,Sales,Sales Representative,Associate's Degree,Satisfactory,Yes,49000,1985-09-09,,49000,39,7,TRUE,kyle.vasquez@company.com,748-768-8238
EMP657AB24C,Erin,Webb,Female,Ohio,Columbus,2015-04-21,Finance,Financial Analyst,Bachelor's Degree,Excellent,Yes,77000,1986-06-21,,77000,38,9,TRUE,erin.webb@company.com,951-509-3466
EMPFAA75ADF,Trevor,Evans,Male,Texas,Houston,2018-12-03,Marketing,Marketing Specialist,Bachelor's Degree,Satisfactory,No,59000,1976-12-31,2023-07-26,61000,48,4,FALSE,trevor.evans@company.com,4889048081.00
EMP4659A614,Danielle,Hill,Female,California,Los Angeles,2021-08-06,Sales,VP of Sales,Bachelor's Degree,Excellent,No,170000,1973-12-26,,173000,51,3,TRUE,danielle.hill@company.com,001-327-346-0011x15663
EMP0EF37FB8,Kathryn,Garrett,Female,Illinois,Rockford,2023-02-13,Sales,Sales Director,Bachelor's Degree,Excellent,No,115000,1974-03-04,,116000,51,2,TRUE,kathryn.garrett@company.com,5843855793.00
EMP1F262B02,William,Bautista,Male,North Carolina,Greensboro,2022-07-09,Sales,Sales Manager,Master's Degree,Good,No,87000,1979-07-25,,92000,45,2,TRUE,william.bautista@company.com,(840)614-7669
EMPACBDD077,Aaron,Barry,Male,Pennsylvania,Erie,2023-07-17,IT,Systems Administrator,Bachelor's Degree,Excellent,Yes,83000,1982-12-22,,86000,42,1,TRUE,aaron.barry@company.com,-10461.00
EMPE3C42197,Julie,Martin,Female,Florida,Tampa,2023-01-26,Finance,Financial Analyst,Bachelor's Degree,Good,Yes,85000,1985-10-05,,85000,39,2,TRUE,julie.martin@company.com,(397)317-3043
EMPBC807E36,Philip,Chambers,Male,Pennsylvania,Erie,2015-02-06,Operations,Operations Manager,Master's Degree,Satisfactory,No,101000,1983-06-27,,107000,41,10,TRUE,philip.chambers@company.com,887.350.9310
EMP7CD45570,Tammy,Ramos,Female,North Carolina,Winston-Salem,2023-09-05,Engineering,Senior Software Engineer,Bachelor's Degree,Good,Yes,121000,1993-05-26,,121000,31,1,TRUE,tammy.ramos@company.com,835.859.9717x7721
EMPB57DB12B,Michael,Carson,Male,Pennsylvania,Philadelphia,2019-03-17,Sales,Sales Director,Bachelor's Degree,Good,Yes,118000,1981-11-07,,123000,43,5,TRUE,michael.carson@company.com,901-462-5953x4547
EMP56C19742,Richard,Hines,Male,Michigan,Lansing,2022-03-24,Human Resources,HR Director,Bachelor's Degree,Excellent,No,135000,1966-10-31,,142000,58,2,TRUE,richard.hines@company.com,-8859.00
EMPDF2940C0,Eric,Torres,Male,Florida,Jacksonville,2019-10-25,Finance,Controller,Bachelor's Degree,Satisfactory,No,146000,1990-05-25,,150000,34,5,TRUE,eric.torres@company.com,368-698-3750
EMPA78C3639,Kerry,Garcia,Female,Michigan,Lansing,2022-04-27,Operations,Project Manager,Master's Degree,Good,No,103000,1989-05-15,,105000,35,2,TRUE,kerry.garcia@company.com,-1900.00
EMP163F55D7,Tanya,Clark,Female,California,San Francisco,2016-09-17,IT,IT Manager,Bachelor's Degree,Needs Improvement,No,130000,1971-10-20,,132000,53,8,TRUE,tanya.clark@company.com,001-676-510-5272x375
EMP61645477,Christopher,Moore,Male,Pennsylvania,Allentown,2021-10-25,Sales,Sales Representative,High School,Excellent,No,56000,1995-04-16,,56000,29,3,TRUE,christopher.moore@company.com,847-578-0152x60748
EMP1C61C1CB,Jennifer,Jackson,Female,North Carolina,Raleigh,2024-03-02,Sales,Sales Representative,High School,Good,Yes,49000,1980-08-13,,48000,44,0,TRUE,jennifer.jackson@company.com,388-639-7847x91665
EMP67A14546,Leonard,Moore,Male,Georgia,Macon,2022-07-20,Finance,Finance Manager,Bachelor's Degree,Excellent,No,121000,1967-06-30,,127000,57,2,TRUE,leonard.moore@company.com,645-403-2312x4891
EMPBEC7F87C,William,Valdez,Male,North Carolina,Winston-Salem,2016-11-02,IT,Network Engineer,Master's Degree,Good,Yes,93000,1976-09-20,2023-06-11,99000,48,6,FALSE,william.valdez@company.com,442.958.9159x6545
EMPC1B7D436,Penny,Adams,Female,New York,Buffalo,2020-12-28,Sales,Sales Representative,Bachelor's Degree,Good,No,61000,1993-11-27,,61000,31,4,TRUE,penny.adams@company.com,572.604.1689
EMP35DFD579,Dennis,Michael,Male,New York,Rochester,2019-11-21,Engineering,Senior Software Engineer,Bachelor's Degree,Good,No,142000,1989-10-04,,146000,35,5,TRUE,dennis.michael@company.com,(241)285-0489
